Bug编号,所属产品,所属模块,所属项目,相关需求,相关任务,Bug标题,关键词,严重程度,优先级,Bug类型,用例关联,所属环境,重现步骤,Bug状态,截止日期,激活次数,是否确认,抄送给,由谁创建,创建日期,影响版本,指派给,指派日期,解决者,解决方案,解决版本,解决日期,由谁关闭,关闭日期,重复ID,相关Bug,相关用例,最后修改者,修改日期,附件
6697,繁殖-公猪管理,/采精检测记录,养殖项目2.0,,,【采精检测记录】单据详情点击推出 报错,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]
<img src=““{10687.png}““ alt=““““ />


<img src=““{10686.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/25,主干,Closed,2021/10/27,毛家伟（金蝶）,已解决,主干,2021/10/25,杜林霏,2021/10/27,0,,,杜林霏,2021/10/27,
6693,育肥-养户管理,/对账单,养殖项目2.0,,,【对账单】操作权限与需规不一致,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]


[结果]
<img src=““{10679.png}““ alt=““““ />

[期望]
<img src=““{10680.png}““ alt=““““ />
",已关闭,0000-00-00,1,是,,杨承樑,2021/10/25,主干,Closed,2021/11/9,卢长伟(金蝶),已解决,主干,2021/11/8,戴齐珍(金蝶),2021/11/9,0,,,戴齐珍(金蝶),2021/11/9,
6692,育肥-养户管理,/养户退户,养殖项目2.0,,,【养户退户】操作权限 与需规不一致,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]
<img src=““{10678.png}““ alt=““““ />

[结果]


[期望]
<img src=““{10675.png}““ alt=““““ />
",已关闭,0000-00-00,0,是,,杨承樑,2021/10/25,主干,Closed,2021/11/10,卢长伟(金蝶),已解决,主干,2021/10/26,戴齐珍(金蝶),2021/11/10,0,,,戴齐珍(金蝶),2021/11/10,
6690,繁殖-公猪管理,/精液销售单,养殖项目2.0,,,【精液销售单】选择精液库存档案，品种未带出来  ,,严重,2,页面表现与数据输入校验,,,"[步骤]


[结果]<img src=““{10674.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/25,主干,Closed,2021/10/26,杜林霏,非问题,主干,2021/10/26,杜林霏,2021/10/26,0,,,杜林霏,2021/10/26,
6689,繁殖-公猪管理,/精液采购单,养殖项目2.0,,,精液内销到其他猪场，精液采购单的精液库存批次号生成错误,,一般,3,页面表现与数据输入校验,用例内,,"精液销售单，销售到金川猪场
<img src=““{10669.png}““ alt=““““ />
切换到金川猪场，精液采购单中
<img src=““{10670.png}““ alt=““““ />",已关闭,0000-00-00,0,是,,谢金明(金蝶),2021/10/25,主干,Closed,2021/10/27,叶杨（金蝶）,非问题,主干,2021/10/26,谢金明(金蝶),2021/10/27,0,,,谢金明(金蝶),2021/10/27,
6688,公共-租赁栏舍,/栏舍费用,养殖项目2.0,,,如图栏舍费用选择租赁栏舍档案报错,,一般,3,页面表现与数据输入校验,用例外,,"<img src=““{10668.png}““ alt=““““ />

",已关闭,2021/10/25,0,是,,戴齐珍(金蝶),2021/10/25,主干,Closed,2021/10/26,包权（金蝶）,已解决,主干,2021/10/25,戴齐珍(金蝶),2021/10/26,0,,,戴齐珍(金蝶),2021/10/26,
6683,公共-猪场档案,/分场档案,养殖项目2.0,,,【分场档案】新增分场档案，在列表审核报错，在详情审核正常,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]<img src=““{10659.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/25,主干,Closed,2021/10/30,许涛泳（金蝶）,已解决,主干,2021/10/25,余宾,2021/10/30,0,,,余宾,2021/10/30,
6682,繁殖-死淘管理,/死亡记录单,养殖项目2.0,,,【死亡记录】审核死亡记录 报错,,严重,2,逻辑关系与数据处理,,,"[步骤]


[结果]<img src=““{10654.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/25,主干,Closed,2021/10/25,章征明(外包),重复Bug,主干,2021/10/25,刘强（金蝶）,2021/10/25,死亡记录单，对单个耳牌号做死亡记录单审核会报错(6582),,,刘强（金蝶）,2021/10/25,"死亡记录审核报错详情.txt
"
6681,繁殖-死淘管理,/淘汰申请单,养殖项目2.0,,,【淘汰申请】同一张淘汰鉴定单据可下推多张淘汰申请单,,一般,3,,,,"<img src=““{10652.png}““ alt=““““ />
<img src=““{10653.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,魏倩,魏倩,2021/10/25,主干,Closed,2021/10/29,万礼红（信道）,已解决,主干,2021/10/28,刘强（金蝶）,2021/10/29,0,,,刘强（金蝶）,2021/10/29,
6680,繁殖-死淘管理,/淘汰鉴定表,养殖项目2.0,,,【淘汰鉴定】猪只类型不填可以审核单据,,一般,3,,,,"<img src=““{10651.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,魏倩,2021/10/25,主干,Closed,2021/11/1,刘强（金蝶）,非问题,主干,2021/10/30,魏倩,2021/11/1,0,,,魏倩,2021/11/1,
6677,繁殖-死淘管理,/淘汰鉴定表,养殖项目2.0,,,【淘汰鉴定】猪只猪只均重的取值可以无限，建议给体重字段的取值进行限定范围。（因为均重是根据体重数据进行计算得出的）,,一般,3,,,,<img src=““{10716.png}““ alt=““““ />,已关闭,0000-00-00,2,是,,魏倩,2021/10/25,主干,Closed,2021/11/3,王厚乾（金蝶）,已解决,主干,2021/10/29,魏倩,2021/11/3,0,,,魏倩,2021/11/3,
6676,育肥-成本管理,/服务部批次合并,养殖项目2.0,,,"【服务部批次合并】1，列表过滤不对，分公司应该能看到下面服务部的信息,2，常用查询条件与需规不一致",,一般,3,页面控件与业务功能实现,用例外,,"[步骤]


[结果]
<img src=““{10644.png}““ alt=““““ />

[期望]
<img src=““{10645.png}““ alt=““““ />
",已关闭,0000-00-00,0,是,,杨承樑,2021/10/25,主干,Closed,2021/11/9,包权（金蝶）,已解决,主干,2021/11/9,杨承樑,2021/11/9,0,,,杨承樑,2021/11/9,
6675,繁殖-死淘管理,/鉴定小组标准,养殖项目2.0,,,【鉴定小组标准】评判项目配置上下限问题，没有交集 提示有交集,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]<img src=““{10642.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/25,主干,Closed,2021/10/28,万礼红（信道）,已解决,主干,2021/10/25,杜林霏,2021/10/28,0,,,杜林霏,2021/10/28,
6674,繁殖-经产管理,/断奶记录,养殖项目2.0,,,【断奶记录】断奶记录审核报错,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]<img src=““{10641.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/25,主干,Closed,2021/10/26,尹清渝（金蝶）,已解决,主干,2021/10/25,杜林霏,2021/10/26,0,,,杜林霏,2021/10/26,
6673,繁殖-经产管理,/断奶记录,养殖项目2.0,,,【断奶记录】选择母猪转入位置，点击列表栋舍报错,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]<img src=““{10640.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/25,主干,Closed,2021/10/26,章征明(外包),已解决,主干,2021/10/25,尹清渝（金蝶）,2021/10/26,0,,,尹清渝（金蝶）,2021/10/26,
6671,育肥-养户管理,/,养殖项目2.0,,,养户开户-点击租赁栏舍选中数据后出现报错,,一般,3,页面表现与数据输入校验,用例外,其他环境,"<img src=““{10635.png}““ alt=““““ />



",已关闭,0000-00-00,0,是,,戴齐珍(金蝶),2021/10/25,主干,Closed,2021/10/27,郑杰龙（金蝶）,已解决,主干,2021/10/26,戴齐珍(金蝶),2021/10/27,0,,,戴齐珍(金蝶),2021/10/27,
6670,繁殖-经产管理,/分娩记录,养殖项目2.0,,,【分娩记录】分娩记录无法按照耳号，配种批次，公猪耳号等字段查询,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]<img src=““{10632.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,刘强（金蝶）,杜林霏,2021/10/25,主干,Closed,2021/11/17,杜林霏,延期处理,主干,2021/10/30,余宾,2021/11/17,0,,,余宾,2021/11/17,
6637,公共-检测管理,/病原检测结果,养殖项目2.0,,,【检测结果】服务部病原结果导入，检测类别非（外购苗检测）养户填无 也能导入成功,,一般,2,逻辑关系与数据处理,,,"[步骤]


[结果]<img src=““{10596.png}““ alt=““““ /><img src=““{10595.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/22,主干,Closed,2021/11/2,王厚乾（金蝶）,已解决,主干,2021/10/25,杜林霏,2021/11/2,0,,,杜林霏,2021/11/2,
6636,繁殖-经产管理,/配种记录,养殖项目2.0,,,配种记录优化,,一般,3,,用例外,,"<img src=““{10593.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,魏倩,2021/10/22,主干,Closed,2021/10/27,章征明(外包),已解决,主干,2021/10/27,余宾,2021/10/27,0,,,余宾,2021/10/27,
6635,公共-租赁栏舍,/,养殖项目2.0,,,租赁栏舍选不到下级服务部,,一般,3,页面表现与数据输入校验,,,"<img src=““{10586.png}““ alt=““““ /><img src=““{10589.png}““ alt=““““ />



",已关闭,0000-00-00,0,是,,戴齐珍(金蝶),2021/10/22,主干,Closed,2021/10/26,包权（金蝶）,非问题,主干,2021/10/25,戴齐珍(金蝶),2021/10/26,0,,,戴齐珍(金蝶),2021/10/26,
6634,育肥-投苗管理,/批次档案,养殖项目2.0,,,【批次档案】饲养过程分录，饲喂记录信息没有带出来,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]
<img src=““{10584.png}““ alt=““““ />

[结果]
<img src=““{10585.png}““ alt=““““ />

[期望]
<img src=““{10582.png}““ alt=““““ />
",已关闭,0000-00-00,0,是,,杨承樑,2021/10/22,主干,Closed,2021/11/4,郑杰龙（金蝶）,已解决,主干,2021/10/25,杨承樑,2021/11/4,0,,,杨承樑,2021/11/4,
6633,公共-检测管理,/检测申请单,养殖项目2.0,,,检测申请单-新增页面，业务单元为服务部的时候，页面中没有“服务部“字段,,一般,3,页面表现与数据输入校验,用例外,其他环境,"<img src=““{10581.png}““ alt=““““ />
<img src=““{10583.png}““ alt=““““ />",已关闭,0000-00-00,0,是,,邹宇,2021/10/22,主干,Closed,2021/10/30,邹宇,设计如此,,2021/10/30,邹宇,2021/10/30,0,,,邹宇,2021/10/30,
6632,繁殖-经产管理,/配种记录,养殖项目2.0,,,【配种记录】审核报错,,一般,3,,,,"<img src=““{10579.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,魏倩,2021/10/22,主干,Closed,2021/10/30,章征明(外包),已解决,主干,2021/10/25,魏倩,2021/10/30,0,,,魏倩,2021/10/30,
6631,繁殖-后备管理,/入群评估,养殖项目2.0,,,入群评估该批次存栏头数为4，当前存栏可修改且可大于该批次当前存栏总头数,,一般,3,,,,"<img src=““{10577.png}““ alt=““““ />

",已关闭,0000-00-00,0,是,,魏倩,2021/10/22,主干,Closed,2021/10/26,魏倩,已解决,主干,2021/10/26,魏倩,2021/10/26,0,,,魏倩,2021/10/26,
6630,育肥-投苗管理,/投苗申请,养殖项目2.0,,,【投苗申请】单据，点击【保存】按钮,,一般,3,页面表现与数据输入校验,用例外,,"[步骤]


[结果]
<img src=““{10576.png}““ alt=““““ />

[期望]

",已关闭,0000-00-00,0,是,,杨承樑,2021/10/22,主干,Closed,2021/10/30,李军（金蝶）,已解决,主干,2021/10/25,杨承樑,2021/10/30,0,,,杨承樑,2021/10/30,
6628,公共-检测管理,/检测申请单,养殖项目2.0,,,实验室组织无法进入检测申请，检测结果单据,,一般,2,逻辑关系与数据处理,,,"[步骤]


[结果]<img src=““{10572.png}““ alt=““““ />
<img src=““{10573.png}““ alt=““““ />

[期望]

",已关闭,0000-00-00,1,是,,杜林霏,2021/10/22,主干,Closed,2021/11/1,邹宇,已解决,主干,2021/10/30,杜林霏,2021/11/1,0,,,杜林霏,2021/11/1,
6627,育肥-投苗管理,/批次档案,养殖项目2.0,,,【批次档案】切换业务单元为正邦集团，看不到数据,,一般,3,页面控件与业务功能实现,用例外,,"[步骤]


[结果]
<img src=““{10571.png}““ alt=““““ />

[期望]

",已关闭,0000-00-00,0,是,,杨承樑,2021/10/22,主干,Closed,2021/11/3,郑杰龙（金蝶）,已解决,主干,2021/10/25,杨承樑,2021/11/3,0,,,杨承樑,2021/11/3,
6626,公共-防非管理,/设备设施标准配置/高危地区评估标准,养殖项目2.0,,,特殊月份字段非必填,,一般,3,页面表现与数据输入校验,用例外,其他环境,"[步骤]
<img src=““{10570.png}““ alt=““““ />
 
[结果]


[期望]

",已关闭,0000-00-00,1,是,,刘昕,2021/10/22,主干,Closed,2021/11/2,罗朝智（金蝶）,已解决,主干,2021/11/2,刘昕,2021/11/2,0,,,刘昕,2021/11/2,
6625,公共-租赁栏舍,/,养殖项目2.0,,,栏舍租赁申请审核日期锁定,,一般,3,,,,"<img src=““{10561.png}““ alt=““““ />



",已关闭,0000-00-00,0,是,,戴齐珍(金蝶),2021/10/22,主干,Closed,2021/10/27,包权（金蝶）,已解决,主干,2021/10/22,戴齐珍(金蝶),2021/10/27,0,,,戴齐珍(金蝶),2021/10/27,
6624,公共-防非管理,/设备设施标准配置/高危地区评估标准,养殖项目2.0,,,实际洗消率改名为实际洗消差异单数,,轻微,4,页面表现与数据输入校验,用例外,其他环境,"[步骤]
<img src=““{10569.png}““ alt=““““ />
 
[结果]


[期望]

",已关闭,0000-00-00,0,是,,刘昕,2021/10/22,主干,Closed,2021/11/1,罗朝智（金蝶）,已解决,主干,2021/10/25,刘昕,2021/11/1,0,,,刘昕,2021/11/1,
6623,采购-供应商管理,/种猪供应商—外部种源场月度评级,养殖项目2.0,,,在采购云-供应商管理-外部种源场月度评级，对于未封存、启用、未入黑名单的种源场，调度计划没有触发生成月度评级单。,,一般,3,页面表现与数据输入校验,用例外,,"
",已关闭,0000-00-00,1,是,,刘强（金蝶）,2021/10/22,主干,Closed,2021/11/30,李博（金蝶）,已解决,主干,2021/11/15,刘强（金蝶）,2021/11/30,0,,,刘强（金蝶）,2021/11/30,
6616,公共-防非管理,/设备设施标准配置/防非二维码配置单,养殖项目2.0,,,1、物联设备字段改名为“物联设备类型”；2、物联设备字段移到主表,,一般,3,页面控件与业务功能实现,用例外,其他环境,"[步骤]


<img src=““{10556.png}““ alt=““““ />
[结果]


[期望]

",已关闭,0000-00-00,0,是,,刘昕,2021/10/22,主干,Closed,2021/11/1,罗朝智（金蝶）,已解决,主干,2021/10/25,刘昕,2021/11/1,0,,,刘昕,2021/11/1,
6615,繁殖-经产管理,/配种记录,养殖项目2.0,,,【配种记录】配种记录审核后，下推的转群单 后备公猪的重量没有带出来,,一般,3,逻辑关系与数据处理,,,"[步骤]


[结果]<img src=““{10555.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/22,主干,Closed,2021/10/27,万礼红（信道）,已解决,主干,2021/10/27,杜林霏,2021/10/27,0,,,杜林霏,2021/10/27,
6614,公共-防非管理,/设备设施标准配置/防非二维码配置单,养殖项目2.0,,,1、二维码中存储的信息中去除一些无用信息，使二维码更好识别；2、二维码名称显示不全；3、二维码不清晰,,一般,3,页面控件与业务功能实现,用例外,其他环境,"[步骤]
<img src=““{10551.png}““ alt=““““ /><img src=““{10552.jpeg}““ alt=““““ /><img src=““{10553.png}““ alt=““““ />
<img src=““{10554.png}““ alt=““““ />
[结果]


[期望]

",已关闭,0000-00-00,0,是,,刘昕,2021/10/22,主干,Closed,2021/11/10,罗朝智（金蝶）,已解决,主干,2021/11/9,刘昕,2021/11/10,0,,,刘昕,2021/11/10,
6613,公共-检测管理,/水质检测结果,养殖项目2.0,,,【水质检测结果导入】下载出来的模板，编辑输入数据，导入后报错  解析失败,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果]<img src=““{10550.png}““ alt=““““ />


[期望]

",已关闭,0000-00-00,0,是,,杜林霏,2021/10/22,主干,Closed,2021/10/27,王厚乾（金蝶）,已解决,主干,2021/10/22,杜林霏,2021/10/27,0,,,杜林霏,2021/10/27,
6612,公共-检测管理,/水质检测结果,养殖项目2.0,,,【水质检测结果】模板下载，文档对应的水样编号默认格式设置为文本吧，送检数默认格式设置为正整数--数值类型吧，  现在模板都是日期格式,,一般,3,页面表现与数据输入校验,,,"[步骤]


[结果] 现在模板都是日期格式，导致输入后，都变成日期格式了


[期望]

",已关闭,0000-00-00,2,是,,杜林霏,2021/10/22,主干,Closed,2021/11/24,万礼红（信道）,已解决,主干,2021/11/16,杜林霏,2021/11/24,0,,,杜林霏,2021/11/24,
